,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1461,1462,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/PrY49fxYtgjL1lXpp+/sCUlatQ==',Wan,b'ZjVGSQnKdRZncZ9ft8PDdA0xnpU5yrOjhzKcH3zZR17ONZwtU9NqDQ==',Spain,Male,34,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,2,1,0,170950.58,0
1462,1463,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8ydVpAvnRQYyBRr8tRBdggnXDAdQ==',Hsu,b'ZjVGSQnKdRZncZ9ft8PDdA0xnt80/G0DZl5YoGs6exLndXf10MQfUw==',Germany,Female,41,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',103560.57,1,1,0,236.45,1
1463,1464,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/EJZWVNQtLogCbP3eBgoTmjTelw==',Hovell,b'ZjVGSQnKdRZncZ9ft8PDdA0PsYmh3I5t055wbO6l9x2bMaYYWQWdhA==',France,Male,37,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',113308.84,1,0,1,31517.16,0
1464,1465,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zreNagR0z/ikshcjCVu1thvZFAw==',Zhirov,b'ZjVGSQnKdRZncZ9ft8PDdA0xln+8P9uukv0nY1XxrlG1JuKPb8Oa5A==',Spain,Female,40,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,2,1,1,181610.6,0
1465,1466,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZB6SMePtkJwLN/lUiCsUfYNR+w==',Espinosa,b'ZjVGSQnKdRZncZ9ft8PDdAzid+3W3AKBxWok/CSvb0BZGawJmzt4xA==',France,Female,32,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',63763.49,1,1,0,156593.09,0
1466,1467,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/LrLmzWqBBHMmUz6+3PlM0ouwRA==',Wallace,b'ZjVGSQnKdRZncZ9ft8PDdA0xljYRHwVKULly8hZHgMJNjN50YHZNZA==',France,Female,29,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',169988.35,1,1,0,4272.0,0
1467,1468,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+LViYStsl75YKimn/tHrJ8OSX4Q==',Barbour,b'ZjVGSQnKdRZncZ9ft8PDdA0xkkYO9PwbAs8yOpj2Slm+FBGr+yfEzw==',Germany,Female,35,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',180303.24,2,1,0,163587.9,0
1468,1469,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqa1E2TZfl21D0GuPXpbtcMUR8Q7g==',Ozerova,b'ZjVGSQnKdRZncZ9ft8PDdA0xsHWDb8JzPZRD5dmDaV5BJL3kT+Gs1g==',France,Male,52,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,1,1,0,175843.68,1
1469,1470,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/AH9KEHMl4qX8KEBh7ZupmSYmFw==',Wright,b'ZjVGSQnKdRZncZ9ft8PDdAzic2FWFiVllgyXhFjqKRGo8S7TaYxSDQ==',Germany,Female,49,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',120656.86,4,0,0,166164.3,1
1470,1471,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWvIyFT7xGK9vwWH2ITH3/nJREA==',Ulyanova,b'ZjVGSQnKdRZncZ9ft8PDdA0PrVwuM/USaqGovQSSJ4pbl3GHZzNKdA==',Germany,Female,31,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',61592.14,2,1,1,61796.64,0
1471,1472,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4LnGMsrDgToA+pSR1WBPQuB/kQ==',Steiner,b'ZjVGSQnKdRZncZ9ft8PDdAzid+3W3AKBxWok/CSvb0BZGawJmzt4xA==',France,Male,48,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',164701.68,1,1,1,21439.49,0
1472,1473,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2OzoO+XrfLbO0s0VQ8axmVPAPXQQ==',Akabueze,b'ZjVGSQnKdRZncZ9ft8PDdA0hODEH4/fqpMB+60EejkxAmL3ohBZgzA==',Spain,Female,26,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',80780.16,1,1,1,19225.85,0
1473,1474,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zreedkkUWpQuhPdbhC2F9VLeS9w==',Aleksandrova,b'ZjVGSQnKdRZncZ9ft8PDdA0Poez3F9rEcHoHPO9CH6ool7JUWaVofA==',France,Male,36,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,0,0,132547.02,0
1474,1475,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zrdEXve1ura4V7VhPQzpFxHX5EA==',Pinto,b'ZjVGSQnKdRZncZ9ft8PDdA0hJI/PD7+WSmsX8uZKtOOZk9HwVHk7NQ==',Germany,Female,30,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',154221.37,2,0,1,62688.55,0
1475,1476,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdDFeAnSzfsqlzhiXQGI97/TaDw==',Griffiths,b'ZjVGSQnKdRZncZ9ft8PDdA0xlnyDuad28lFKNrWbWTAPXJo8Y2zM2g==',France,Male,26,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,1,1,0,21760.96,0
1476,1477,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4LXX60nDSbLClTm1RVNMlN5JKw==',McNeil,b'ZjVGSQnKdRZncZ9ft8PDdA0hJIz5L9s+XrLcbLnTPbDro4MLbmeLbA==',France,Female,26,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',101641.14,2,0,1,154460.68,0
1477,1478,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O3nYuEyCVgB2sbTbZDWVksMs6Og==',Bruno,b'ZjVGSQnKdRZncZ9ft8PDdA0hEh+x6YeFe5LVXtRwRelyLxKUVuWY+Q==',France,Male,37,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,1,0,1,8065.0,0
1478,1479,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Dhdrfm1za0pF2BoUUMmS3w07CQ==',Johnson,b'ZjVGSQnKdRZncZ9ft8PDdA0xihiQYp5U/7sPz902xeJ21KqjEZzJEQ==',France,Female,45,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',92786.66,1,1,0,173365.9,1
1479,1480,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/PrZztG+tgaiPSFPhDIhoUMTgOA==',Okorie,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn83ymFsoPK+2BUPEyW/hwcw1jJMV7Q==',Germany,Male,32,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',131081.66,2,1,1,69428.79,0
1480,1481,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8MGJboGiOYMjEYuTQcdzJUVM5Q==',Moen,b'ZjVGSQnKdRZncZ9ft8PDdA0xih+rDxLH8o6gi8PlCwc2VFZrSyRUFg==',France,Male,30,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',98014.74,1,1,1,12757.14,0
1481,1482,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zvZo31+boXz7mG7zmUiYLPxkWfg==',McGuigan,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn4UHjhLheEf6J/56+Jfy7pcCA5HeQA==',Spain,Male,38,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,1,0,180426.2,0
1482,1483,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MJDYBb+Ti28A7Og5ApH5c+sbLw==',Fancher,b'ZjVGSQnKdRZncZ9ft8PDdA0Pl5EKGCuOGqq9lDkUKmZbeJ91GYpIRQ==',France,Male,26,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',97460.1,1,1,1,43093.67,0
1483,1484,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkPQ8A8sJ9anEPSJJH7tozCBO+g==',Matthews,b'ZjVGSQnKdRZncZ9ft8PDdAziYzKBqnXbIwejnfRKmhNlH12ItCd7qw==',France,Male,36,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',104077.19,2,0,1,68594.0,0
1484,1485,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MKYYg0QNQeeFz0l5aPAZ4Zhz2g==',Kaeppel,b'ZjVGSQnKdRZncZ9ft8PDdAziYzKBqnXbIwejnfRKmhNlH12ItCd7qw==',Spain,Female,29,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',0.0,2,1,1,197996.65,0
1485,1486,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4LnGMvSP+JxpR7Ub1QCGOgPXsw==',Shih,b'ZjVGSQnKdRZncZ9ft8PDdA0f7/qUuQebOkilhrnDjmTDPInDLAdOAQ==',France,Female,46,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',0.0,2,0,0,122953.0,1
1486,1487,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Hi2SF6YD+KbHZKz8CqxRVZEiwQ==',Yudina,b'ZjVGSQnKdRZncZ9ft8PDdA0xilR+YyliuOwUmwuCAEM4yVKFGRa0fg==',France,Female,39,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,1,1,1,76821.24,0
1487,1488,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8MGNd9/8H/PrN+6QC+RRBQJxHQ==',Akabueze,b'ZjVGSQnKdRZncZ9ft8PDdA0hNK4wMUNkUuOoRLsxrQ2M3tUw/M95xw==',Spain,Female,51,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',93656.95,1,0,1,141400.51,1
1488,1489,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8HiH4CYzuV2Lk4GhOaBPYJAyUkQ==',Kornilova,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn862fvs+k1OEcCp80hFycEXXISZrHQ==',Spain,Male,30,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',121345.88,4,1,0,41921.75,1
1489,1490,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8IDkgg9u54xfxBZBAVVUbV7UHcQ==',Ozioma,b'ZjVGSQnKdRZncZ9ft8PDdA0xmlY7cF4pD4cXD/LjImttibnvLJv/ZQ==',France,Female,39,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',141675.23,1,0,1,175664.25,0
1490,1491,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWv4ootXdXql/MDQTWMInRCdbZw==',Su,b'ZjVGSQnKdRZncZ9ft8PDdA0hGr793YuffclZ1g4DOz9AcS0epwDsOA==',Spain,Female,31,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,1,0,117916.63,0
1491,1492,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8DgdTbBSMuwzLbEhP0lRH2sUaqQ==',Jamison,b'ZjVGSQnKdRZncZ9ft8PDdA0PtSJhl2zfaXwk2UFEwG2spYCgAG3Wkw==',Germany,Female,43,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',102365.49,1,1,0,194690.77,1
1492,1493,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdDV6CcBB1aiVzqrqTNdyJ2NiYQ==',Esposito,b'ZjVGSQnKdRZncZ9ft8PDdA0hPEfC5kWdvwNuMtn+4rLiLSfyul3lRg==',Spain,Male,50,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',0.0,1,0,0,166677.35,1
1493,1494,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+LUR/qoY8UnzBbpkotRrS3Y+DGg==',Hardiman,b'ZjVGSQnKdRZncZ9ft8PDdA0xvBhlX/fsySUqbc2AyZ1vJXYfuwFN0Q==',Spain,Female,30,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,1,1,0,160131.58,0
1494,1495,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxLaqpPE5VKwn3lW0hexlSFRmZQ==',Woodard,b'ZjVGSQnKdRZncZ9ft8PDdA0f3T74uqtOFYVtgZu1prnTYtY96iAlkQ==',France,Male,52,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,2,0,1,123622.0,0
1495,1496,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zvZYtayPL69VcSN0uDDchTUzIoQ==',Chienezie,b'ZjVGSQnKdRZncZ9ft8PDdA0xvF47OukW2u9RQ7dHeZmhvMHoT6v6Xg==',Germany,Male,57,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',101868.51,1,0,1,113483.96,0
1496,1497,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkN6K1HzcZVSi4OR755ZJJSgJfw==',Okwuadigbo,b'ZjVGSQnKdRZncZ9ft8PDdA0PrV3doxbzt5E4tdkZ4qkCrwR0138xyg==',Spain,Male,38,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,0,0,79618.79,0
1497,1498,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+Pcc4e/3JnV20nNOfaE3A/XztPw==',Chineze,b'ZjVGSQnKdRZncZ9ft8PDdA0xljQBb2DW3stZGoRb9w59J5Ot8lBW7A==',France,Male,35,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',112392.45,2,1,0,24472.23,0
1498,1499,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/AF0jYUsV9pKiuC2t25Vuv7Twbg==',O'Brien,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn83ymFsoPK+2BUPEyW/hwcw1jJMV7Q==',Germany,Female,25,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',106570.34,2,0,1,177025.79,0
1499,1500,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zvZo1TQYSvOOPWAKDw+4wutgG/A==',Tao,b'ZjVGSQnKdRZncZ9ft8PDdA0f1eGtNO2OwrJuD/0asyfZ8F117si0OA==',France,Female,28,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,1,1,1,103349.74,0
1500,1501,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zrfdPgNbAltMRBi8fwPPrSpbYSw==',Mao,b'ZjVGSQnKdRZncZ9ft8PDdA0xljs8HT+jmq4rD1uv64+jAs7CHwsh3g==',France,Male,50,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',81947.76,1,0,1,63606.22,1
1501,1502,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxJS8C5mmI1Qs6uFLXWBc63V9DQ==',Buckland,b'ZjVGSQnKdRZncZ9ft8PDdA0xgtNA7DHWgun3badj9owb4a24cUwvBw==',France,Female,31,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',144162.3,2,1,1,14490.79,0
1502,1503,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/ELwLoU3dp52g3OOblUDMxHe5OA==',Flannery,b'ZjVGSQnKdRZncZ9ft8PDdA0hGr994ql0sHjxb1kVZgZZH2H7LAkUyg==',Germany,Male,39,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',86350.87,2,0,0,105080.53,0
1503,1504,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWvIx2h0axl4RyPQgnJTYwijpog==',Jamieson,b'ZjVGSQnKdRZncZ9ft8PDdA0hNK4wMUNkUuOoRLsxrQ2M3tUw/M95xw==',France,Male,47,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',158623.14,1,0,0,83499.89,1
1504,1505,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkPCK/U0OqYfkLphfGekBVtQYqQ==',Swift,b'ZjVGSQnKdRZncZ9ft8PDdA0hIMnwk4HTOCqwIe+U4um+5Acq/OJdsw==',France,Male,32,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,1,0,143598.7,0
1505,1506,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkNIDSK01ihHsVhmRuwcbWolwsQ==',Doherty,b'ZjVGSQnKdRZncZ9ft8PDdA0xmlHLT7u/ev/xWCLwskMnnG0m7ahtsA==',Germany,Male,48,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',132403.56,1,0,0,36091.91,1
1506,1507,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zrd0hH1NfQmMc2IMzVL+iQ6Ebtw==',Payne,b'ZjVGSQnKdRZncZ9ft8PDdA0hIIJaTNiYBNVqsEneS2aoA5IWbvqXjA==',France,Male,27,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',0.0,2,0,0,13007.89,0
1507,1508,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZWbJ4Ufy1OxVjOK1wgX+h2PtvA==',Genovese,b'ZjVGSQnKdRZncZ9ft8PDdA0PpREE58DCnFzDxu44jOcqA0jTKjdqjg==',Germany,Female,43,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',134985.66,1,1,0,6101.41,0
1508,1509,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4L0OJd2WH7CfON/SarWbh7TBig==',Lucciano,b'ZjVGSQnKdRZncZ9ft8PDdA0Pl5P0fqcIu/QCeaHKhmwFprkXffIg4A==',France,Male,36,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,2,1,1,48314.0,0
1509,1510,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8DjEzmYTY3YJuYHGDAItdSG53aQ==',Rowley,b'ZjVGSQnKdRZncZ9ft8PDdA0PvZKFfQxrQJFAVeLZKJXF0L09nRi70w==',France,Male,37,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',103772.45,1,1,0,197111.99,0
1510,1511,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MgAxplP/A5P1wUvp57tWgR/pOeg==',Hsing,b'ZjVGSQnKdRZncZ9ft8PDdA0PuQoxUmv9OYskkv94D7QNIPcrdt7/Xw==',France,Male,33,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',133040.32,1,1,1,110299.78,0
1511,1512,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4L1EneNAgI3unyZxB8oety0oOg==',Vincent,b'ZjVGSQnKdRZncZ9ft8PDdA0Pl5CKPSwL9TVP4hVuR7G96RK0VDV4mw==',Spain,Female,37,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',0.0,2,0,0,30114.32,0
1512,1513,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zvY719uVNz/WByLbsLr3a1zurkw==',Pearce,b'ZjVGSQnKdRZncZ9ft8PDdA0xjkMOpL5ZrROUCRU9oGKtMnpD2o4jtQ==',France,Male,39,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',0.0,2,1,1,98894.64,0
1513,1514,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2OzoP8jkBiWHmecJ+k4PwSwIOulQ==',Lamb,b'ZjVGSQnKdRZncZ9ft8PDdA0f3XxI+EY5k7flz8xXXCJ2MRUnoGzUEw==',France,Male,42,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,2,1,0,49826.68,0
1514,1515,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MgDLUTGzi2hh+W+4NmtFUNSTDQA==',Riley,b'ZjVGSQnKdRZncZ9ft8PDdA0PuQ44hOxkKZhy4mCdtCsP49Al4sUGEQ==',Spain,Male,38,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',71460.67,2,1,1,10074.05,0
1515,1516,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MIwpsNFLv+CjAJEThO4q+kS12A==',Honore,b'ZjVGSQnKdRZncZ9ft8PDdAziYzKBqnXbIwejnfRKmhNlH12ItCd7qw==',Spain,Male,39,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',133214.13,1,0,1,20769.88,0
1516,1517,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4L0N81Bd416+JeGCJ9NY/hXrvw==',Blackburn,b'ZjVGSQnKdRZncZ9ft8PDdA0xih+rDxLH8o6gi8PlCwc2VFZrSyRUFg==',France,Female,37,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',96558.66,1,0,0,163427.18,0
1517,1518,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqa1FWAv2uKIgY8VjmDl5y2/cHqKQ==',Endrizzi,b'ZjVGSQnKdRZncZ9ft8PDdA0hIIHtrJv5FSEDuyZWfafpgCRW9ak60w==',France,Male,54,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',93806.31,2,0,1,140068.77,0
1518,1519,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Dgcd6On7/YFvXC937waGJS3qlA==',Duncan,b'ZjVGSQnKdRZncZ9ft8PDdA0hNK4wMUNkUuOoRLsxrQ2M3tUw/M95xw==',Spain,Female,36,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,0,0,83206.19,0
1519,1520,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O3lgclP4vVgfLke4KfFEPtKKKPg==',Macarthur,b'ZjVGSQnKdRZncZ9ft8PDdA0PpRQc1uWZUTSJC/yrbkbcGJeJuGzH9Q==',France,Female,64,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',124043.8,1,1,1,111402.97,1
1520,1521,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MgAwl9IZtaPdt+huj0BXY4kslYA==',Gould,b'ZjVGSQnKdRZncZ9ft8PDdA0hOHnJkpuI6hrqbxDasom4iWp/0vWf6g==',Germany,Male,52,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',131694.97,1,0,1,92873.5,1
1521,1522,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zrfNnw0g1jgv7EkoiETvfX4Sdpw==',Medvedev,b'ZjVGSQnKdRZncZ9ft8PDdA0PtSFUOq1Cb17DDRozL9trfeh7sT+g3A==',Spain,Female,29,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,2,0,1,94780.9,0
1522,1523,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2Ozqnf2Xy1wDsToCTlhSbRuUM+OQ==',Sholes,b'ZjVGSQnKdRZncZ9ft8PDdA0hFlnAFWJMqwmwBxDoForW+YmnQvIDjA==',France,Female,35,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',106266.8,1,1,1,16607.15,0
1523,1524,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZBbSUVNZ8tZQKxLJ+YfOj5+cEg==',Shaw,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn8jGSBEooJhf5um2OSdjS9hGRk+2qw==',Spain,Male,41,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,1,1,161954.43,0
1524,1525,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/Lr4pnqKr/45WL7+AeYlyQtE/Yw==',Ts'ai,b'ZjVGSQnKdRZncZ9ft8PDdA0hGr994ql0sHjxb1kVZgZZH2H7LAkUyg==',France,Male,51,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,2,0,1,194733.28,0
1525,1526,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8ydWQ8azPLlFEHITZubKbE3AAOFQ==',Rolon,b'ZjVGSQnKdRZncZ9ft8PDdA0PrV3doxbzt5E4tdkZ4qkCrwR0138xyg==',Spain,Female,41,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',139840.36,1,1,1,163524.7,0
1526,1527,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MgBAHUoK8twYbw0iQg4HSA/6LaQ==',Reid,b'ZjVGSQnKdRZncZ9ft8PDdA0hNKGKNGwvuhZqdALYJH66IQG7GiSzrA==',France,Male,34,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,0,0,48260.19,0
